gemeente|data|titel|klasse 
commissie-ruimte|[doel: besluitvormend]    De aanleiding voor het actualiseren van de erfgoedverordening is de nieuwe erfgoedwet. Tussendoor speelde in Teylingen het slopen van historische panden, zonder status van gemeentelijk monument. Dit slopen gaf aanleiding in de gemeenteraad tot het indienen van een motie en een initiatiefvoorstel om het erfgoedbeleid van Teylingen aan te passen. Het afgelopen half jaar is gewerkt aan het maken van een visie en een verordening (op basis van de erfgoedwet) met de aanpassingen uit het initiatiefvoorstel en de motie. Met dit voorstel stellen we voor om nu de erfgoedverordening en -visie vast te stellen. Daarmee willen we bereiken dat het cultureel erfgoed van Teylingen wordt beschermd, behouden en ontwikkeld. De gemeenteraad is bevoegd om de erfgoedverordening en de visie vast te stellen.    |12: Vaststellen erfgoedverordening|Agendapunt
gemeente-teylingen-teylingen|In het Leidsch Dagblad van 24 februari kunnen we lezen dat er een zwartboek is  overhandigd aan de RvB met daarin klachten over de kwaliteit van de zorg. Sinds 1  januari zijn wij als gemeente verantwoordelijk voor het toezicht op de kwaliteit in het  kader van de Wmo daar waar sprake is van kortdurend verblijf|Kwaliteit van zorg|Raadsvragen
commissie-welzijn|Er zijn geen raadsvoorstellen te bespreken op het taakgebied van de commissie welzijn voor de raadsvergadering van oktober. Daarom vervalt de vergadering van de commissie welzijn.          |None: DEZE VERGADERING IS GEANNULEERD|Agendapunt
gemeente-teylingen-teylingen|In het Leidsch Dagblad van 24 februari kunnen we lezen dat er een zwartboek is  overhandigd aan de RvB met daarin klachten over de kwaliteit van de zorg. Sinds 1  januari zijn wij als gemeente verantwoordelijk voor het toezicht op de kwaliteit in het  kader van de Wmo daar waar sprake is van kortdurend verblijf|Kwaliteit van zorg|Raadsvragen
commissie-welzijn|Er zijn geen raadsvoorstellen te bespreken op het taakgebied van de commissie welzijn voor de raadsvergadering van oktober. Daarom vervalt de vergadering van de commissie welzijn.          |None: DEZE VERGADERING IS GEANNULEERD|Agendapunt
commissie-welzijn|De commissieleden kunnen per mail vragen stellen over de ingekomen stukken. |None: Lijst van ingekomen stukken|Agendapunt
gemeente-teylingen-teylingen|In het Leidsch Dagblad van 24 februari kunnen we lezen dat er een zwartboek is  overhandigd aan de RvB met daarin klachten over de kwaliteit van de zorg. Sinds 1  januari zijn wij als gemeente verantwoordelijk voor het toezicht op de kwaliteit in het  kader van de Wmo daar waar sprake is van kortdurend verblijf|Kwaliteit van zorg|Raadsvragen
commissie-welzijn|Er zijn geen raadsvoorstellen te bespreken op het taakgebied van de commissie welzijn voor de raadsvergadering van oktober. Daarom vervalt de vergadering van de commissie welzijn.          |None: DEZE VERGADERING IS GEANNULEERD|Agendapunt
commissie-welzijn|De commissieleden kunnen per mail vragen stellen over de ingekomen stukken. |None: Lijst van ingekomen stukken|Agendapunt
commissie-ruimte|Commissie Ruimte van 5 december is verplaatst naar 11 december (de reservedatum). |4: Mededelingen|Agendapunt
commissie-ruimte|Van het CDA is de motie Verkeersveiligheid ontvangen met het verzoek deze aan de agenda toe te voegen.|2: Vaststellen agenda|Agendapunt
gemeente-teylingen-teylingen|[Opiniërend/besluitvormend] Op 26 januari 2017 hebben de fracties VVD en CDA een motie ingediend voor het instellen van cameratoezicht op station Sassenheim en Voorhout. In de gemeenteraadsvergadering van 30 maart 2017 zijn diverse varianten aan de orde gekomen voor cameratoezicht en een bewaakte fietsenstalling. Naar aanleiding hiervan heeft de gemeenteraad aangegeven een integraal voorstel te willen ontvangen waarin de mogelijkheden van cameratoezicht, een bewaakte fietsenstalling en warm toezicht nader worden toegelicht. Op deze manier krijgen de raadsleden een volledig overzicht van de mogelijkheden die er zijn om vervolgens een goede afweging te kunnen maken. In bijgevoegde notitie staan deze varianten uitgewerkt.   Voorstel is om:  - De integrale notitie ‘Veiligheid stationsgebieden’ vast te stellen.   - Op basis van deze notitie voor station Sassenheim een bewaakte fietsenstalling te realiseren en hierop warm toezicht (d.m.v. beheer) toe te passen met als uitgangspunt de 07.00 uur tot 19.00 uur variant (goedkoopste variant). Onder voorbehoud van goedkeuring van de begroting 2018.   - Voor station Voorhout vooralsnog geen extra maatregelen te nemen dan de gebruikelijke zoals extra toezicht en preventieve acties.  Dit punt is besproken in de commissie BFT van 13 september 2017. |18: Notitie veiligheid stationsgebieden waaronder bewaakte fietsenstalling station Sassenheim|Agendapunt
commissie-welzijn|DEZE VERGADERING IS GEANNULEERD|teylingen|Agenda
commissie-ruimte|Bij de fractievergaderingen kunnen fracties aangeven als een hamerstuk een bespreekstuk moet worden. |8: H A M E R S T U K K E N|Agendapunt
commissie-ruimte|Op de actielijst staan de lopende actiepunten weergegeven met de stand van zaken vanuit het college.    Op de langetermijnagenda (LTA) is de planning van de raadsstukken te zien. De onderwerpen met 1 of 2 sterren worden in de commissie geagendeerd als hamerstuk, tenzij een fractie na afloop van de voorafgaande fractievergadering aangeeft dit als bespreekstuk te willen agenderen (graag met motivering en aanduiding van de bespreekpunten).|6: Actielijst en langetermijnagenda|Agendapunt
gemeente-teylingen-teylingen|Deze vergadering is, wegens het ontbreken van agendapunten, vervallen|teylingen|Agenda
commissie-bft|Stand van zaken Motie CU en PvdA over plannen Bouwmarkt aan de Oosthoutlaan te Sassenheim  De motie is niet in stemming gebracht maar aangehouden in afwachting van de beantwoording van de vragen die voor de zomer zijn gesteld. Namens de ChristenUnie en de PvdA geeft heer Nederstigt een toelichting over de verdere procedure.      |4: Mededelingen|Agendapunt
commissie-bft|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-ruimte|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-bft|Stand van zaken Motie CU en PvdA over plannen Bouwmarkt aan de Oosthoutlaan te Sassenheim  De motie is niet in stemming gebracht maar aangehouden in afwachting van de beantwoording van de vragen die voor de zomer zijn gesteld. Namens de ChristenUnie en de PvdA geeft heer Nederstigt een toelichting over de verdere procedure.      |4: Mededelingen|Agendapunt
commissie-bft|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-ruimte|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-ruimte|"Mevrouw de Winter spreekt in over Seniorenwoningen Warmond, ingekomen stuk  173 commissie Ruimte 12 september 2017.    Meneer Nieuwenhuis over bouwverkeer Overteylingen.      Voor de hoorzitting bestemmingsplan H. Knoopstraat 1, Sassenheim (Molen van Speelman) heeft de heer Gozeling zich aangemeld namens Stichting ""De Molen van Sassenheim""."|3: Spreekrecht inwoners|Agendapunt
commissie-ruimte|"Mevrouw de Winter spreekt in over Seniorenwoningen Warmond, ingekomen stuk  173 commissie Ruimte 12 september 2017.    Meneer Nieuwenhuis over bouwverkeer Overteylingen.      Voor de hoorzitting bestemmingsplan H. Knoopstraat 1, Sassenheim (Molen van Speelman) heeft de heer Gozeling zich aangemeld namens Stichting ""De Molen van Sassenheim""."|3: Spreekrecht inwoners|Agendapunt
gemeente-teylingen-teylingen|Op deze avond vergaderen de verschillende raadsfracties: VVD, CDA, D66, Trilokaal, PvdA en ChristenUnie.  Bij de fracties bent u welkom om zaken kenbaar te maken aan de raadsleden. Graag vooraf aanmelden bij de fractievoorzitter. De contactgegevens vindt u op www.raadteylingen.nl.|None: Fractievergadering raadsfracties|Agendapunt
commissie-ruimte|[Doel: Informerend]    Voor de zomer is de gemeenteraad geïnformeerd over de stand van zaken en uitgenodigd voor de tweede ontwerpmarkt van 4 juli. Ook heeft de gemeenteraad inmiddels de tweede nieuwsbrief ontvangen. Uit de tweede ontwerpmarkt zijn per tracédeel twee voorkeuren van de betrokkenen voor de gewenste indeling (inrichting wegprofiel, max. snelheid, conflicten fiets/auto) en inrichting (materiaalgebruik, snelheid remmende en attentie verhogende maatregelen) gekomen. De schetsontwerpen voor deze varianten inclusief snelheidremmende en attentieverhogende maatregelen voor knelpunten presenteert de heer Van Veen van Mobycon in 15 minuten waarna er 15 minuten voor vragen is. Aan de bewoners wordt dit vervolgens op de derde ontwerpmarkt gepresenteerd in oktober. De uitkomsten van die derde ontwerpmarkt worden verwerkt in het ontwerp wat we in december aan u willen voorleggen.   |12: Presentatie Verkeersveiligheid Herenweg Warmond|Agendapunt
gemeente-teylingen-teylingen|Op deze avond vergaderen de verschillende raadsfracties: VVD, CDA, D66, Trilokaal, PvdA en ChristenUnie.  Bij de fracties bent u welkom om zaken kenbaar te maken aan de raadsleden. Graag vooraf aanmelden bij de fractievoorzitter. De contactgegevens vindt u op www.raadteylingen.nl.|None: Fractievergadering raadsfracties|Agendapunt
commissie-ruimte|[Doel: Informerend]    Voor de zomer is de gemeenteraad geïnformeerd over de stand van zaken en uitgenodigd voor de tweede ontwerpmarkt van 4 juli. Ook heeft de gemeenteraad inmiddels de tweede nieuwsbrief ontvangen. Uit de tweede ontwerpmarkt zijn per tracédeel twee voorkeuren van de betrokkenen voor de gewenste indeling (inrichting wegprofiel, max. snelheid, conflicten fiets/auto) en inrichting (materiaalgebruik, snelheid remmende en attentie verhogende maatregelen) gekomen. De schetsontwerpen voor deze varianten inclusief snelheidremmende en attentieverhogende maatregelen voor knelpunten presenteert de heer Van Veen van Mobycon in 15 minuten waarna er 15 minuten voor vragen is. Aan de bewoners wordt dit vervolgens op de derde ontwerpmarkt gepresenteerd in oktober. De uitkomsten van die derde ontwerpmarkt worden verwerkt in het ontwerp wat we in december aan u willen voorleggen.   |12: Presentatie Verkeersveiligheid Herenweg Warmond|Agendapunt
commissie-ruimte|[Doel: Informerend / Opiniërend]    Op verzoek van de commissie Ruimte n.a.v. de vergadering van 13 juni jl. komt de heer Onno Zwart directeur van de GOM  een korte presentatie geven over het jaarverslag van de GOM 2016. |11: Presentatie en bespreking jaarverslag GOM|Agendapunt
gemeente-teylingen-teylingen|- Bemensing stembureaus gemeenteraadsverkiezingen 2018 door raadsleden  - Tijdelijke vervanging raadsadviseur vanwege zwangerschapsverlof.|3: Mededelingen|Agendapunt
gemeente-teylingen-teylingen|Op deze avond vergaderen de verschillende raadsfracties: VVD, CDA, D66, Trilokaal, PvdA en ChristenUnie.  Bij de fracties bent u welkom om zaken kenbaar te maken aan de raadsleden. Graag vooraf aanmelden bij de fractievoorzitter. De contactgegevens vindt u op www.raadteylingen.nl.|None: Fractievergadering raadsfracties|Agendapunt
commissie-ruimte|[Doel: Informerend]    Voor de zomer is de gemeenteraad geïnformeerd over de stand van zaken en uitgenodigd voor de tweede ontwerpmarkt van 4 juli. Ook heeft de gemeenteraad inmiddels de tweede nieuwsbrief ontvangen. Uit de tweede ontwerpmarkt zijn per tracédeel twee voorkeuren van de betrokkenen voor de gewenste indeling (inrichting wegprofiel, max. snelheid, conflicten fiets/auto) en inrichting (materiaalgebruik, snelheid remmende en attentie verhogende maatregelen) gekomen. De schetsontwerpen voor deze varianten inclusief snelheidremmende en attentieverhogende maatregelen voor knelpunten presenteert de heer Van Veen van Mobycon in 15 minuten waarna er 15 minuten voor vragen is. Aan de bewoners wordt dit vervolgens op de derde ontwerpmarkt gepresenteerd in oktober. De uitkomsten van die derde ontwerpmarkt worden verwerkt in het ontwerp wat we in december aan u willen voorleggen.   |12: Presentatie Verkeersveiligheid Herenweg Warmond|Agendapunt
commissie-ruimte|[Doel: Informerend / Opiniërend]    Op verzoek van de commissie Ruimte n.a.v. de vergadering van 13 juni jl. komt de heer Onno Zwart directeur van de GOM  een korte presentatie geven over het jaarverslag van de GOM 2016. |11: Presentatie en bespreking jaarverslag GOM|Agendapunt
gemeente-teylingen-teylingen|- Bemensing stembureaus gemeenteraadsverkiezingen 2018 door raadsleden  - Tijdelijke vervanging raadsadviseur vanwege zwangerschapsverlof.|3: Mededelingen|Agendapunt
commissie-bft|Van Trilokaal is het verzoek ontvangen om de motie Transparantie kosten inhuur externen toe te voegen aan de agenda. Tevens is van de CU het verzoek ontvangen om dit punt aan de agenda toe te voegen.|2: Vaststellen agenda openbaar deel|Agendapunt
gemeente-teylingen-teylingen|Naar aanleiding van de op Facebook ontstane discussie over de plannen voor een bouwmarkt verzoekt de PvdA om in het presidium de discussie te voeren of het wenselijk is dat collegeleden op Facebook een oproep doen om fracties te benaderen. Dit nog voordat het politieke debat, tussen de fracties en tussen de fracties en het college, in de raad heeft plaatsgevonden. Zie de bijgevoegde screenshot |8: Oproep van collegeleden op Facebook om fracties te benaderen. Discussie over de al dan niet wenselijkheid van dergelijke oproepen vanuit het college. |Agendapunt
gemeente-teylingen-teylingen|Naar aanleiding van de op Facebook ontstane discussie over de plannen voor een bouwmarkt verzoekt de PvdA om in het presidium de discussie te voeren of het wenselijk is dat collegeleden op Facebook een oproep doen om fracties te benaderen. Dit nog voordat het politieke debat, tussen de fracties en tussen de fracties en het college, in de raad heeft plaatsgevonden. Zie de bijgevoegde screenshot |8: Oproep van collegeleden op Facebook om fracties te benaderen. Discussie over de al dan niet wenselijkheid van dergelijke oproepen vanuit het college. |Agendapunt
commissie-bft|"[Informerend] ""In het presidium van 10 mei jl is, mede naar aanleiding van een vraag van Peter Scholten, nog voor de zomer een evaluatiemoment te plannen waarin GS de stand van zaken van de werkorganisatie HLTsamen kan toelichten. Dit is ook in lijn met het aanbod dat aan de drie raden is gedaan tijdens de kennismakingsavond op 14 februari jl.  De presentatie wordt gegeven door de gemeentesecretaris en  twee teamleidersvan HLTsamen.  "|10: Presentatie Stand van zaken HLT|Agendapunt
commissie-bft|[Besluitvormend] Op grond van artikel 213 Gemeentewet wijst de gemeenteraad een accountant aan. Deze is belast met de controle van de jaarrekening, het verstrekken van een accountantsverklaring en het uitbrengen van een accountantsverslag met bevindingen. Onder accountantscontrole valt de controle op de financiële administratie, de getrouwheid van de gemeenterekening en de rechtmatigheid van de financiële beheershandelingen en het financieel beheer. Door de ambtelijke fusie was een nieuwe aanbesteding noodzakelijk door de drie gemeentes Hillegom, Lisse, Teylingen en de HLT -organisatie. Voorstel is Baker Tilly Berk N.V. aan te wijzen als accountant voor de jaren 2017 en 2018 met de mogelijkheid tot verlenging voor de jaren 2019 en 2020 en de geheimhouding te bekrachtigen die door de Selectiecommissie gelegd is op de beoordelingsmatrix, de motivering op de kwaliteitscriteria en de overige aanbestedingsstukken. De commissie en raad moeten deze geheimhouding vervolgens bekrachtigen.|7: Aanwijzing accountant gemeente Teylingen |Agendapunt
commissie-bft|De heer Henk Schouten heeft zich aangemeld voor inspraak over het participatietraject Kagerzoom  als secretaris van de Stichting Broek- en Simontjespolder, mede namens mw Corinna Vermeulen en mw Tessa Viragh, die ook deelnemen aan dit participatietraject.    De heer Robert Steen heeft zich aangemeld als inspreker namens een grote groep bezorgde Merenwijkers over de plannen/recreatieve ontwikkelingen van de Broek- en Simontjespolder      |3: Spreekrecht inwoners|Agendapunt
commissie-bft|[Opiniërend]  In november heeft de ChristenUnie in een motie gevraagd om de deelrapportage over Teylingen op te vragen (algemene stemmen aangenomen). Inmiddels ligt die deelrapportage er, alsmede de reactie van het College. De ChristenUnie heeft daar  een aantal vragen bij en verzoekt dit punt te bespreken in de cie BFT.  |14: Discussie Positie Teylingen op MKB Ranglijst|Agendapunt
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Van de fracties van de CU, PvdA en Trilokaal is een motie leerlingenvervoer ontvangen met het verzoek dit aan de agenda toe te voegen. |2: Vaststellen agenda|Agendapunt
commissie-bft|[Opiniërend]  In november heeft de ChristenUnie in een motie gevraagd om de deelrapportage over Teylingen op te vragen (algemene stemmen aangenomen). Inmiddels ligt die deelrapportage er, alsmede de reactie van het College. De ChristenUnie heeft daar  een aantal vragen bij en verzoekt dit punt te bespreken in de cie BFT.  |14: Discussie Positie Teylingen op MKB Ranglijst|Agendapunt
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Van de fracties van de CU, PvdA en Trilokaal is een motie leerlingenvervoer ontvangen met het verzoek dit aan de agenda toe te voegen. |2: Vaststellen agenda|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Op grond van artikel 213 Gemeentewet wijst de gemeenteraad een accountant aan. Deze is belast met de controle van de jaarrekening, het verstrekken van een accountantsverklaring en het uitbrengen van een accountantsverslag met bevindingen. Onder accountantscontrole valt de controle op de financiële administratie, de getrouwheid van de gemeenterekening en de rechtmatigheid van de financiële beheershandelingen en het financieel beheer. Door de ambtelijke fusie was een nieuwe aanbesteding noodzakelijk door de drie gemeentes Hillegom, Lisse, Teylingen en de HLT -organisatie. Voorstel is Baker Tilly Berk N.V. aan te wijzen als accountant voor de jaren 2017 en 2018 met de mogelijkheid tot verlenging voor de jaren 2019 en 2020 en de geheimhouding te bekrachtigen die door de Selectiecommissie gelegd is op de beoordelingsmatrix, de motivering op de kwaliteitscriteria en de overige aanbestedingsstukken. De commissie en raad moeten deze geheimhouding vervolgens bekrachtigen.|12: Aanwijzing accountant gemeente Teylingen |Agendapunt
gemeente-teylingen-teylingen|[Opiniërend/besluitvormend] Het college heeft vanwege het economische en financiële belang van de gemeente geheimhouding opgelegd op de stukken. De commissie heeft de geheimhouding bekrachtigd en geheimhouding opgelegd op hetgeen in de commissie besproken is. De raad wordt verzocht dit te bekrachtigen.|15: Raadsvoorstel Starten onderhandelingen over eventuele grondaankoop.|Agendapunt
gemeente-teylingen-teylingen|[Doel: besluitvormend]    De gemeenteraad heeft in de in 2015 vastgestelde Structuurvisie Teylingen 2030 aangegeven dat de gemeente de ambitie heeft om de Veerpolder te transformeren naar een gebied dat vooral gericht is op het accommoderen van leisure- en wellnessactiviteiten. In 2015 zijn de gebruikers en eigenaren van de Veerpolder uitgenodigd om hun ideeën over de toekomst van de Veerpolder te delen. Als vervolgstap is een visiedocument voor de Veerpolder opgesteld. Daarin wordt een transformatie naar recreatie ondersteund.  Tijdens de ter inzagelegging periode is er een inloopavond geweest voor belangstellenden en betrokkenen in het gebied Veerpolder. Er zijn tijdens de ter inzagelegging 4 zienswijzen ingebracht. De gemeenteraad wordt gevraagd in te stemmen met de conceptbeantwoording van de ingebrachte zienswijzen op de concept Gebiedsvisie Veerpolder en de Gebiedsvisie Veerpolder vast te stellen.|11: Gebiedsvisie Veerpolder Warmond|Agendapunt
gemeente-teylingen-teylingen|[Opiniërend/besluitvormend] Het college heeft vanwege het economische en financiële belang van de gemeente geheimhouding opgelegd op de stukken. De commissie heeft de geheimhouding bekrachtigd en geheimhouding opgelegd op hetgeen in de commissie besproken is. De raad wordt verzocht dit te bekrachtigen.|15: Raadsvoorstel Starten onderhandelingen over eventuele grondaankoop.|Agendapunt
gemeente-teylingen-teylingen|[Doel: besluitvormend]    De gemeenteraad heeft in de in 2015 vastgestelde Structuurvisie Teylingen 2030 aangegeven dat de gemeente de ambitie heeft om de Veerpolder te transformeren naar een gebied dat vooral gericht is op het accommoderen van leisure- en wellnessactiviteiten. In 2015 zijn de gebruikers en eigenaren van de Veerpolder uitgenodigd om hun ideeën over de toekomst van de Veerpolder te delen. Als vervolgstap is een visiedocument voor de Veerpolder opgesteld. Daarin wordt een transformatie naar recreatie ondersteund.  Tijdens de ter inzagelegging periode is er een inloopavond geweest voor belangstellenden en betrokkenen in het gebied Veerpolder. Er zijn tijdens de ter inzagelegging 4 zienswijzen ingebracht. De gemeenteraad wordt gevraagd in te stemmen met de conceptbeantwoording van de ingebrachte zienswijzen op de concept Gebiedsvisie Veerpolder en de Gebiedsvisie Veerpolder vast te stellen.|11: Gebiedsvisie Veerpolder Warmond|Agendapunt
commissie-bft|[Informerend/opiniërend] De notitie “digitale dialoog via sociale media” geeft een uitwerking van de motie digitale communicatie.   Communicatieadviseur Renske van der Woerd geeft een toelichting op de notitie. |9: Toelichting op uitwerking motie Digitale dialoog, notitie digitale dialoog via sociale media |Agendapunt
commissie-bft|[Opiniërend]  Politieke partijen proberen bij de verkiezingen zoveel mogelijk stemmen te verwerven voor de partij. Ze zetten hier communicatiemiddelen op in. De gemeente heeft bij raadsverkiezingen ook een communicatieve taak. Enerzijds de inwoners informeren over de verkiezingen en anderzijds kan een doel zijn de opkomst te bevorderen.  Opiniërende punten:   - Welke doelstellingen kiezen we?   - Welke doelgroepen kiezen we?   - Suggesties voor communicatiemiddelen?   - Welke samenstelling heeft de werkgroep die de plannen verder uitwerkt?  De uitkomsten van deze discussie worden aan de nog samen te stellen werkgroep meegeven als een soort kader voor de concrete uitwerking van activiteiten rondom de gemeenteraadsverkiezingen. |13: Startnotitie activiteiten rondom gemeenteraadsverkiezingen|Agendapunt
commissie-bft|Op de actielijst staan de lopende actiepunten weergegeven met de stand van zaken vanuit het college.    Op de langetermijnagenda (LTA) is de planning van de raadsstukken te zien. De onderwerpen met 1 of 2 sterren worden in de commissie geagendeerd als hamerstuk, tenzij een fractie na afloop van de voorafgaande fractievergadering aangeeft dit als bespreekstuk te willen agenderen (graag met motivering en aanduiding van de bespreekpunten).  |17: Actielijst en langetermijnagenda|Agendapunt
commissie-bft|Op de actielijst staan de lopende actiepunten weergegeven met de stand van zaken vanuit het college.    Op de langetermijnagenda (LTA) is de planning van de raadsstukken te zien. De onderwerpen met 1 of 2 sterren worden in de commissie geagendeerd als hamerstuk, tenzij een fractie na afloop van de voorafgaande fractievergadering aangeeft dit als bespreekstuk te willen agenderen (graag met motivering en aanduiding van de bespreekpunten).  |17: Actielijst en langetermijnagenda|Agendapunt
gemeente-teylingen-teylingen|Afwezig:  De leden V.d. Berg en Ten Boden zijn afwezig.|1: Opening|Agendapunt
commissie-ruimte|[Doel: besluitvormend]    De gemeenteraad heeft in de in 2015 vastgestelde Structuurvisie Teylingen 2030 aangegeven dat de gemeente de ambitie heeft om de Veerpolder te transformeren naar een gebied dat vooral gericht is op het accommoderen van leisure- en wellnessactiviteiten. In 2015 zijn de gebruikers en eigenaren van de Veerpolder uitgenodigd om hun ideeën over de toekomst van de Veerpolder te delen. Als vervolgstap is een visiedocument voor de Veerpolder opgesteld. Daarin wordt een transformatie naar recreatie ondersteund.  Tijdens de ter inzagelegging periode is er een inloopavond geweest voor belangstellenden en betrokkenen in het gebied Veerpolder. Er zijn tijdens de ter inzagelegging 4 zienswijzen ingebracht. De gemeenteraad wordt gevraagd in te stemmen met de conceptbeantwoording van de ingebrachte zienswijzen op de concept Gebiedsvisie Veerpolder en de Gebiedsvisie Veerpolder vast te stellen.    Inspraak door mevrouw Gussekloo, bewoner Leidse Rand|10: Gebiedsvisie Veerpolder Warmond|Agendapunt
commissie-bft|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-ruimte|[Doel: besluitvormend]    De gemeenteraad heeft in de in 2015 vastgestelde Structuurvisie Teylingen 2030 aangegeven dat de gemeente de ambitie heeft om de Veerpolder te transformeren naar een gebied dat vooral gericht is op het accommoderen van leisure- en wellnessactiviteiten. In 2015 zijn de gebruikers en eigenaren van de Veerpolder uitgenodigd om hun ideeën over de toekomst van de Veerpolder te delen. Als vervolgstap is een visiedocument voor de Veerpolder opgesteld. Daarin wordt een transformatie naar recreatie ondersteund.  Tijdens de ter inzagelegging periode is er een inloopavond geweest voor belangstellenden en betrokkenen in het gebied Veerpolder. Er zijn tijdens de ter inzagelegging 4 zienswijzen ingebracht. De gemeenteraad wordt gevraagd in te stemmen met de conceptbeantwoording van de ingebrachte zienswijzen op de concept Gebiedsvisie Veerpolder en de Gebiedsvisie Veerpolder vast te stellen.    Inspraak door mevrouw Gussekloo, bewoner Leidse Rand|10: Gebiedsvisie Veerpolder Warmond|Agendapunt
commissie-bft|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
commissie-bft|[Besluitvormend] Voor het verrichten van werkzaamheden verbonden aan het actualiseren van de Basisregistratie Grootschalige Topografie (BGT) heeft de gemeente Teylingen voor de duur van 1 jaar een DVO afgesloten met de gemeente Katwijk. De einddatum van de DVO is 31 december 2017.  Het is voor de werkorganisatie HLTsamen efficiënter om voor de gemeente Hillegom, Lisse en Teylingen de werkzaamheden verbonden aan de BGT bij één partij onder te brengen. De gemeente Katwijk komt hiervoor in aanmerking. Zij verricht inmiddels al deze werkzaamheden naar tevredenheid voor de gemeente Teylingen. In principe zijn de aanbestedingsregels van toepassing op het laten uitvoeren van de BGT-werkzaamheden. De aanbestedingsregels zijn niet van toepassing als de gemeente Katwijk een zogenaamd uitsluitend recht wordt verleend. Voorafgaand aan het verlenen van het uitsluitend recht door het college dient de gemeenteraad een (procedure) verordening vast te stellen.|6: Verordening gunning opdrachten door toekenning van een uitsluitend recht|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Voor het verrichten van werkzaamheden verbonden aan het actualiseren van de Basisregistratie Grootschalige Topografie (BGT) heeft de gemeente Teylingen voor de duur van 1 jaar een DVO afgesloten met de gemeente Katwijk. De einddatum van de DVO is 31 december 2017.  Het is voor de werkorganisatie HLTsamen efficiënter om voor de gemeente Hillegom, Lisse en Teylingen de werkzaamheden verbonden aan de BGT bij één partij onder te brengen. De gemeente Katwijk komt hiervoor in aanmerking. Zij verricht inmiddels al deze werkzaamheden naar tevredenheid voor de gemeente Teylingen. In principe zijn de aanbestedingsregels van toepassing op het laten uitvoeren van de BGT-werkzaamheden. De aanbestedingsregels zijn niet van toepassing als de gemeente Katwijk een zogenaamd uitsluitend recht wordt verleend. Voorafgaand aan het verlenen van het uitsluitend recht door het college dient de gemeenteraad een (procedure) verordening vast te stellen.|13: Verordening gunning opdrachten door toekenning van een uitsluitend recht|Agendapunt
gemeente-teylingen-teylingen|Vanuit het Actieplan Open Overheid en de Digitale Agenda 2020 is de pilot Open Raadsinformatie opgestart. Open Raadsinformatie wil zeggen dat er door de leveranciers gewerkt wordt aan een gestandaardiseerd informatiemodel zodat openbare raadsinformatie van alle gemeenten eenduidig toegankelijk en herbruikbaar wordt. Nu is dat niet het geval.     De pilot van de eerste 16 gemeentes was succesvol zodat deze opgeschaald wordt naar een pilot van 100 gemeentes. Teylingen wil een open en transparante gemeente zijn. Open raadsinformatie past bij deze ambitie zodat het voorstel is om aan deze pilot mee te doen. Er zijn geen kosten aan verbonden. Zie de nieuwsbrief van de VNG en/of de website www.openraadsinformatie.nl    |9: Meedoen aan Pilot Open Raadsinformatie?|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Voor het verrichten van werkzaamheden verbonden aan het actualiseren van de Basisregistratie Grootschalige Topografie (BGT) heeft de gemeente Teylingen voor de duur van 1 jaar een DVO afgesloten met de gemeente Katwijk. De einddatum van de DVO is 31 december 2017.  Het is voor de werkorganisatie HLTsamen efficiënter om voor de gemeente Hillegom, Lisse en Teylingen de werkzaamheden verbonden aan de BGT bij één partij onder te brengen. De gemeente Katwijk komt hiervoor in aanmerking. Zij verricht inmiddels al deze werkzaamheden naar tevredenheid voor de gemeente Teylingen. In principe zijn de aanbestedingsregels van toepassing op het laten uitvoeren van de BGT-werkzaamheden. De aanbestedingsregels zijn niet van toepassing als de gemeente Katwijk een zogenaamd uitsluitend recht wordt verleend. Voorafgaand aan het verlenen van het uitsluitend recht door het college dient de gemeenteraad een (procedure) verordening vast te stellen.|13: Verordening gunning opdrachten door toekenning van een uitsluitend recht|Agendapunt
