gemeente|data|titel|klasse 
gemeente-utrecht-utrecht-ut|Tielen, J.Z.C.M. (Judith) (VVD)|SV 2016, nr. 112 inzake Minimale aanpak fraude bijstand (met antwoord)|Schriftelijke vragen
gemeente-utrecht-utrecht-ut|Dibi, B. (Bouchra) (PvdA)|SV 2016, nr. 83 inzake Zorg aan jeugd in Utrecht moet beter (met antwoord)|Schriftelijke vragen
gemeente-utrecht-utrecht-ut|Cie S&R: Zero Emission bussen|Cie S&R: Zero Emission bussen|Commissiebrieven S&R
commissie-stad-en-ruimte|11.30-12.00 uur Geagendeerd door het CDA. De CDA-fractie heeft geen vertrouwen in de door het college voorgestelde oplossing voor het kruispunt Maliebaan-Burg. Reigerstraat/Nachtegaalstraat, te weten de 'Ovonde'. Zowel de veiligheid als de doorstroming kunnen volgens de fractie in de knel komen. De inrichting lijkt niet getoetst te zijn op de verwachte groei van het auto- en fietsverkeer op deze locatie. Tegelijkertijd constateert de fractie een grote betrokkenheid van omwonenden en ondernemers bij de verschillende oplossingen.  Het CDA wil daarom graag met het college in gesprek over de houdbaarheid van de voorgestelde plannen en de mogelijkheid en wenselijkheid van andere alternatieven (of meer flexibele oplossingen) bespreken. |10: Ontwikkelingen Maliebaan|Agendapunt
gemeente-utrecht-utrecht-ut|Cie S&R: Position paper circulaire economie|Cie S&R: Position paper circulaire economie|Commissiebrieven S&R
commissie-stad-en-ruimte|16.30-17.00 uur  Geagendeerd door D66. De fractie van D66 wil met de wethouder en andere partijen in gesprek over de volgende onderwerpen:  Verbeteren communicatie rondom introductie van het nieuwe inzamelen.  Garanderen toegankelijkheid ondergrondse containers voor mensen met een beperking. Beter aansluiten bij de inzamelwensen van bewoners voor een hogere afvalscheiding. Plaatsing van ondergrondse containers voor grondstoffen op een redelijke afstand. Telefonische communicatie rond plaatsing van ondergrondse containers.  Daadwerkelijk afrekenen met overvolle afvalcontainers. |17: SV 2016, nr. 25 over Betere communicatie, meer afvalscheiding, minder afvalstoffenheffing,  Betrek bewoners beter bij Het Nieuwe Inzamelen (met antwoord)|Agendapunt
gemeente-utrecht-utrecht-ut|Cie S&R Landelijk themajaar 100 jaar De Stijl|Cie S&R Landelijk themajaar 100 jaar De Stijl|Commissiebrieven S&R
gemeente-utrecht-utrecht-ut|Cie S&R: Voortgang Het Nieuwe Inzamelen|Cie S&R: Voortgang Het Nieuwe Inzamelen|Commissiebrieven S&R
commissie-stad-en-ruimte|Uitnodiging voor de openbare vergadering van de commissie Stad en Ruimte, die<br>wordt gehouden op: <br>- donderdagochtend 2 juni 2016 van 09.30 - 13.00 uur<br>- donderdagmiddag 2 juni 2016 van 14.00 tot 17.45 uur<br>- donderdagavond 2 juni 2016 van 20.00 tot 22.45 uur<br>- dinsdagavond 14 juni 2016 van 20.00 tot 23.30 uur|utrecht|Agenda
gemeente-utrecht-utrecht-ut|Amendement aangenomen|A 32 Kwalitatief meer groen en aandacht voor duurzaamheid|Amendementen
gemeente-utrecht-utrecht-ut|Amendement aangenomen|A 04 een paleis voor de muziek, Conclusies rekenkameronderzoek TivoliVredenburg|Amendementen
gemeente-utrecht-utrecht-ut|Motie ingetrokken|A 66 Investeren in sport, investeren in kunstgras|Amendementen
gemeente-utrecht-utrecht-ut|Amendement verworpen|A 26 voorkom gaten in de culturele infrastructuur van Leidsche Rijn|Amendementen
gemeente-utrecht-utrecht-ut|Amendement verworpen|A 33 Stop festivalisering in Utrecht: investeer in gezelligheid voor iedereen|Amendementen
stedelijke-commissie|Let op: de agenda is gewijzigd. Raadsvoorstel TBT wordt doorgeschoven naar 15 of 16 juni.|enschede|Agenda
gemeente-utrecht-utrecht-ut|Amendement verworpen|A11 Toevoegen middelbaar beroepsonderwijs|Amendementen
gemeente-utrecht-utrecht-ut|Amendement verworpen|A 41 Privacy is gegevens, maar ook sleutels beschermen|Amendementen
gemeente-utrecht-utrecht-ut|Amendement aangenomen|A 57 Weten wat je besluit|Amendementen
gemeente-utrecht-utrecht-ut|Amendement verworpen|A 37 Bijdrage regionale samenwerking (is ingetrokken; zie A37 gewijzigd)|Amendementen
gemeente-utrecht-utrecht-ut|Cie M&S: Motie 2015/155: vernieuw de wijkparticipatie|Cie M&S: Motie 2015/155: vernieuw de wijkparticipatie|Commissiebrieven M&S
58c16b0abb59056809b91910|Voorstel waarbij een motie / amendement wordt ingediend of waarover in bijzondere gevallen nadere discussie wordt verlangd    De Agendacommissie heeft besloten om de onderstaande drie raadsvoorstellen integraal te behandelen.     |16: B Windmolenpark Elzenburg - De Geer|Agendapunt
58c16a1bbb59056809b91909|De raad besluit conform het voorstel (unaniem).|7: Vaststellen jaarrekening 2010 vml. gemeente Andijk (IVR-11-00308)|Agendapunt
commissie-stad-en-ruimte|20.00-22.00 uur  Beleidsterrein: Verkeer en Mobiliteit - wethouder Van  Hooijdonk    De opgave voor Utrecht bestaat uit het realiseren van een goede bereikbaarheid en leefbaarheid (lucht, geluid en gezondheid), een goede verkeersafwikkeling, oversteekbaarheid en verkeersveiligheid. Daarbij is aandacht nodig voor de ruimtelijke kwaliteit van het gebeid rondom deze wegen, rekening houdend met economische aspecten en nieuwe gebiedsontwikkelingen. Aan de westkant van de stad, op de Pijperlaan, Lessinglaan, Joseph Haydnlaan, Spinozaweg, Thomas à Kempisweg, Cartesiusweg, St. Josephlaan en Marnixlaan, gezamenlijk de Westelijke Stadsboulevard (WSB), staan de leefbaarheid, ruimtelijke kwaliteit en bereikbaarheid onder druk. Een gerichte en samenhangende aanpak is nodig omdat de verkeersbelasting in Utrecht West de komende jaren verder toeneemt.   Het college van B&W legt nu een voorstel voor besluitvorming aan de gemeenteraad voor. De basis voor dit raadsvoorstel vormt het mobiliteitsplan Slimme Routes, Slim Regelen Slim bestemmen. De voorliggende documenten zijn het Integraal Programma van Eisen/Functioneel Ontwerp (IPvE/FO) gezamenlijk met de reactienota waarin het college verslag doet van de consultatie met omwonenden en belanghebbenden. Het college vraagt de gemeenteraad om het IPvE/FO vast te stellen. Voor de Majellaknoop stelt het college Variant 2 voor als voorkeursvariant. Tevens vraagt het college een budget van 3,5 miljoen vast te stellen voor uitwerking van het ontwerp en uitvoering van versnelde maatregelen in Oog in Al. Na besluitvorming worden de plannen uitgewerkt in achtereenvolgens een Voorlopig Ontwerp (VO), een Definitief Ontwerp (DO) met de uiteindelijke vertaling naar een bestek wat daadwerkelijk wordt gerealiseerd.  |7: Raadsvoorstel Vaststelling Integraal Programma van Eisen (IPvE) / Functioneel Ontwerp (FO) Westelijke Stadsboulevard |Agendapunt
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststelling van de agenda   0.3.  Vaststellen conclusies en afspraken vorige vergadering   3.  Begroting 2017 en jaarrekening 2015 Regio Achterhoek   4.  Begroting 2017 en jaarrekening 2015 Veiligheidsregio NO Gelderland   5.  Begroting 2017 en jaarrekening 2015 Omgevingsdienst Achterhoek (ODA)   6.  Begroting 2017 en jaarrekening 2015 Erfgoedcentrum Achterhoek Liemers (ECAL)   7.  Actieplan huisvesting en integratie statushouders (tevens in commissie MO 16 juni)   0.4.  Lijst van bestuurlijke toezeggingen commissie AFE en actuele moties   0.5.  Rondvraag en sluiting  |Verslag Raadscommissie Algemene zaken Financiën en Economie (AFE) 13 juni 2016 20:00:00|Verslag
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   0.3.  Vaststellen Lijsten conclusies en afspraken vorige vergaderingen   0.4.  Lijst van bestuurlijke toezeggingen en actuele moties  Zie knop 'Documenten' en vervolgens 'Bestuurlijke toezeggingen' 1.  Formuleren onderzoeksvragen raadsonderzoek kwaliteit van de herindicatie huishoudelijke hulp 2016  Met presentatie over een concept onderzoeksopzet door dhr. Pröpper 2.  Memo pilot buurtbudgetten   0.5.  Overige onderwerpen ter bespreking   0.6.  Rondvraag   0.7.  Sluiting  |Verslag 0.5. Overige onderwerpen ter bespreking|Verslag
gemeente-amstelveen-amstelveen-nh|Op 8 november 2017 heeft de gemeenteraad de Tarievennota 2018 vastgesteld. De daarin opgenomen tarieven voor de onroerendzaakbelasting (OZB) waren gebaseerd op schattingen, omdat de taxaties volgens de Wet waardering onroerende zaken nog niet waren afgerond. Nu deze taxaties klaar zijn, kunnen de definitieve OZB-tarieven voor 2018 worden vastgesteld. Ook wordt de raad gevraagd de aangepaste Legesverordening 2018 en de aangepaste Verordening grafrechten Zorgvlied 2018 vast te stellen. De aanpassingen betreffen tekstuele wijzigingen, nagekomen tarieven en correcties en vereenvoudiging van een tarieventabel.|2.2: Definitieve vaststelling tarieven Onroerende zaakbelastingen (OZB) in verband met voortgang afronding taxaties Wet Waardering Onroerende Zaken (WOZ) 2018, aanpassing Legesverordening 2018 door aanpassing tekst, nagekomen tarieven en correcties en aanpassing Verordening grafrechten Zorgvlied 2018, vereenvoudiging tarieventabel|Agendapunt
gemeente-utrecht-utrecht-ut|Eijndhoven, A.P.W. van (Lex)  (VVD), Roodenburg, L.A. (Lars) (D66)|SV 2016, nr. 116 inzake Horeca in Nieuw Welgelegen (met antwoord)|Schriftelijke vragen
gemeente-utrecht-utrecht-ut|Wethouder Kreijkamp      Status: A|10: Voorstel inzake de derde begrotingswijziging 2017|Agendapunt
commissie-bestuur-en-middelen|De RUD heeft een masterplan ICT ontwikkeld. Voor de financiering daarvan is een raadsbesluit noodzakelijk. |08: Rvs krediet RUD Masterplan ICT; wordt 21 of 22 december geleverd (volgt)|Agendapunt
commissie-mens-en-samenleving|20.00-22.00 uur.  Beleidsveld:  Welzijn - wethouder Diepeveen    Met die voorstel wordt de raad voorgesteld:  - In te stemmen met de in de nota beschreven uitgangspunten voor de nieuwe subsidieperiode op het gebied van wijkgerichte inzet informatievoorziening, versteviging positie onafhankelijke cliëntondersteuning, versterken verbinding en samenwerking sociale basis, basiszorg en aanvullende (wijkgerichte) zorg en doorontwikkeling van het aanbod schuldhulpverlening.  - De nieuwe subsidieperiode vast te stellen op zes jaar, van 2019 t/m 2024.  - Het jaarlijks basisbudget voor de nieuwe subsidieperiode Informatievoorziening, Advies en Onafhankelijke Cliëntondersteuning vast te stellen op € 3,5 miljoen.  - De nota van uitgangspunten Informatievoorziening, Advies en Onafhankelijke Cliëntondersteuning vast te stellen.|5: Raadsvoorstel Nota van Uitgangspunten Informatievoorziening, Advies en Onafhankelijke Cliëntondersteuning 2019-2024 |Agendapunt
gemeente-den-helder-den-helder-nh|Het college van burgemeester en wethouders heeft de raad op 5 december 2017 met raadsinformatiebrief RI17.0137 geïnformeerd over de stand van zaken omtrent de omgevingsvergunning voor de motorcross. De fractie van de VVD heeft vernomen dat er nog wordt gewerkt aan een permanente oplossing binnen de gemeente Hollands Kroon. De fractie wil hierover graag met de overige fracties van gedachten wisselen en het college bevragen.|4. Stand van zaken aanvraag omgevingsvergunning motorcross.|Agendapunt
gemeente-den-helder-den-helder-nh|Voorgesteld wordt de gemeenschappelijke regeling Veiligheidsregio Noord-Holland Noord te wijzigen voor wat onder meer betreft de stemverhouding, de geschillenregeling, de bezetting van het dagelijks bestuur en de invoering van het tweehoofdig directiemodel. De commissie dient de raad over het voorstel te adviseren.|4. Voorstel tot wijziging van de gemeenschappelijke regeling Veiligheidsregio Noord-Holland Noord.|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Omgevingsvisie Huisduinen.  In maart 2017 is door de gemeenteraad het ‘Plan van Aanpak Voorbereidende fase Omgevingswet’ vastgesteld. Een belangrijke eerste stap in dit plan van aanpak is het uitvoeren van een pilotproject, gericht op het opstellen van een omgevingsvisie voor het dorp Huisduinen. Vanaf het voorjaar van 2017 zijn diverse bijeenkomsten georganiseerd die uiteindelijk hebben  geresulteerd in de ‘Omgevingsvisie Huisduinen’. De visie schetst een integrale en breed gedragen toekomstrichting voor Huisduinen, een wenkend perspectief voor bewoners, ondernemers en andere partijen om samen met de gemeente aan dit verhaal te werken. De commissie dient de raad over het voorstel te adviseren. 5.  Voorstel tot het aanvragen van een suppletie-uitkering 'Bommenregeling' 2018 voor NGE kaart, Vinkenterrein en project Noorderhaaks.  Bij verscheidene projecten worden door de gemeente Den Helder kosten gemaakt betreffende het opsporen van niet-gesprongen explosieven (NGE). De gemeente Den Helder heeft hiervoor een NGE-kaart laten opstellen voor de gehele gemeente in plaats van losse onderzoeken uit te voeren per projectlocatie. Daarnaast zijn bij de sanering van het Vinkenterrein en het project Noorderhaaks extra kosten gemaakt voor het opsporen van NGE. Gemeenten kunnen in geval van NGE gerelateerde kosten een bijdrage van 70% in de kosten ontvangen door het indienen van een raadsbesluit bij het ministerie van Binnenlandse Zaken en Koninkrijkrelaties vóór 1 maart.   De commissie dient de raad te adviseren over het voorstel. 6.  Kustzonering provincie Noord-Holland.  In het begin van 2017 is het Kustpact ondertekend. Op basis hiervan heeft de provincie Noord-Holland een concept Toekomstperspectief Kust en een concept strandzonering opgesteld. Wethouder Wagner heeft een memo ter bespreking aangeboden waarin een aantal opmerkingen zijn opgenomen over deze documenten. Het college van burgemeester en wethouders verneemt graag het standpunt van de fracties over het concept Toekomstperspectief en over de concept Strandzonering. 7.  Actieplan Energieneutraal 2018.  De raad heeft in maart 2017 de Aanzet tot een duurzaamheidsagneda vastgesteld. Aan de hand hiervan heeft het college een Actieplan Energieneutraal 2018 vastgesteld. U bent hierover geïnformeerd via raadsinformatiebrief RI17.0122. Wethouder Wagner geeft uw commissie een nadere toelichting op het actieplan. 8.  Sluiting.  |Verslag Raadscommissie Stadsontwikkeling en -Beheer 27 november 2017 19:30:00|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Omgevingsvisie Huisduinen.  In maart 2017 is door de gemeenteraad het ‘Plan van Aanpak Voorbereidende fase Omgevingswet’ vastgesteld. Een belangrijke eerste stap in dit plan van aanpak is het uitvoeren van een pilotproject, gericht op het opstellen van een omgevingsvisie voor het dorp Huisduinen. Vanaf het voorjaar van 2017 zijn diverse bijeenkomsten georganiseerd die uiteindelijk hebben  geresulteerd in de ‘Omgevingsvisie Huisduinen’. De visie schetst een integrale en breed gedragen toekomstrichting voor Huisduinen, een wenkend perspectief voor bewoners, ondernemers en andere partijen om samen met de gemeente aan dit verhaal te werken. De commissie dient de raad over het voorstel te adviseren. 5.  Voorstel tot het aanvragen van een suppletie-uitkering 'Bommenregeling' 2018 voor NGE kaart, Vinkenterrein en project Noorderhaaks.  Bij verscheidene projecten worden door de gemeente Den Helder kosten gemaakt betreffende het opsporen van niet-gesprongen explosieven (NGE). De gemeente Den Helder heeft hiervoor een NGE-kaart laten opstellen voor de gehele gemeente in plaats van losse onderzoeken uit te voeren per projectlocatie. Daarnaast zijn bij de sanering van het Vinkenterrein en het project Noorderhaaks extra kosten gemaakt voor het opsporen van NGE. Gemeenten kunnen in geval van NGE gerelateerde kosten een bijdrage van 70% in de kosten ontvangen door het indienen van een raadsbesluit bij het ministerie van Binnenlandse Zaken en Koninkrijkrelaties vóór 1 maart.   De commissie dient de raad te adviseren over het voorstel. 6.  Kustzonering provincie Noord-Holland.  In het begin van 2017 is het Kustpact ondertekend. Op basis hiervan heeft de provincie Noord-Holland een concept Toekomstperspectief Kust en een concept strandzonering opgesteld. Wethouder Wagner heeft een memo ter bespreking aangeboden waarin een aantal opmerkingen zijn opgenomen over deze documenten. Het college van burgemeester en wethouders verneemt graag het standpunt van de fracties over het concept Toekomstperspectief en over de concept Strandzonering. 7.  Actieplan Energieneutraal 2018.  De raad heeft in maart 2017 de Aanzet tot een duurzaamheidsagneda vastgesteld. Aan de hand hiervan heeft het college een Actieplan Energieneutraal 2018 vastgesteld. U bent hierover geïnformeerd via raadsinformatiebrief RI17.0122. Wethouder Wagner geeft uw commissie een nadere toelichting op het actieplan. 8.  Sluiting.  |Verslag 7. Actieplan Energieneutraal 2018.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen   2.  Spreekrecht burgers   3.  Vaststelling agenda   4.  Voorstel tot het vaststellen van het bestemmingsplan Postkantoor 2017.  Het bestemmingsplan is opgesteld vanuit de wens om het gebouw van het voormalige postkantoor aan de Middenweg in Den Helder te behouden. In het bestemmingsplan wordt het gebouw conserverend bestemd en worden de gebruiksmogelijkheden verruimd om een goede blijvende invulling aan het gebouw te kunnen geven. Het ontwerp bestemmingsplan heeft gedurende zes weken ter inzage gelegen. Binnen deze periode zijn door vier personen/instanties zienswijzen ingediend. Deze zienswijzen en de reactie daarop wordt behandeld in de “Nota van beantwoording ontwerp bestemmingsplan Postkantoor 2017”. Daarnaast worden in de Nota van beantwoording tevens ambtshalve voorstellen gedaan tot wijzigingen naar aanleiding van tussentijds gewijzigd beleid/ ingediende aanvragen en geconstateerde omissies. De commissie adviseert de raad over het voorstel. 5.  Voorstel tot het vaststellen van het bestemmingsplan Julianadorp 2017.  Het bestemmingsplan voorziet in een actuele bestemmingsregeling voor de gebieden Vogelzand, Middelzand, Kruiszwin, Doorzwin, Zwanenbalg, Boterzwin en Malzwin in Julianadorp.Het ontwerp bestemmingsplan heeft gedurende zes weken ter inzage gelegen. Binnen deze periode zijn twee zienswijzen ingediend. Deze zienswijzen zijn van commentaar voorzien in de Nota van Beantwoording ontwerp bestemmingsplan Julianadorp 2017. In de Nota van beantwoording worden ook ambtshalve wijzigingsvoorstellen gedaan. De comnissie adviseert de raad over het voorstel. 6.  Initiatief tot het realiseren van een park tussen het Willem Alexanderhof en het oude Julianadorp.  In de commissievergadering van 8 mei 2017 heeft de portefeuillehouder toegezegd in september de discussie te willen aangaan aan de hand van drie scenario's. De toelichting wordt mondeling verstrekt. 7.  Tussenrapportage over Zeestad eerste halfjaar 2017.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 8.  Tussenrapportage over Willemsoord eerste halfjaar 2017.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Willemsoord om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 9.  Sluiting  |Verslag 6. Initiatief tot het realiseren van een park tussen het Willem Alexanderhof en het oude Julianadorp.|Verslag
58c16d1dbb59056809b91917| Verzoekt het college dringend,   de Voedselbank met raad en daad terzijde te staan om inbraken in het vervolg te voorkomen,   daarbij met hen breed te bezien welke maatregelen genomen kunnen worden van een pakket aan preventiemogelijkheden tot aan het wellicht op een andere plaats of andere manier opslaan van de goederen,   waar dit resulteert in kleinere financiële knelpunten, om die op te lossen binnen de bestaande budgetten,   en indien de uitkomst is dat er wat grotere investeringen noodzakelijk zijn de raad hierover binnenkort te informeren,  er tevens bij de politie op aan te dringen om deze inbraak extra hoog op te nemen en alles in het werk te stellen om de daders te pakken,  |Aangenomen|Moties
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen   2.  Spreekrecht burgers   3.  Vaststelling agenda   4.  Pilot omgevingsvisie Huisduinen.  Op 20 maart 2017 heeft de raad het plan van aanpak voorbereidende fase omgevingswet vastgesteld. Onderdeel daarvan  is de pilot omgevingsvisie Huisduinen. In de periode april tot en met juni 2017 is in samenspraak met inwoners, ondernemers en belanghebbenden gewerkt aan een concept-omgevingsvisie. De omgevingsvisie wordt direct na het zomerreces ter besluitvorming aangeboden. De in de pilot opgedane ervaringen, zowel van de zijde van de gemeente als van de deelnemers, worden thans met de commissie gedeeld. 5.  Stand van zaken stadsvernieuwing.  In iedere vergadering van de commissie Stadsontwikkeling en -beheer wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen met betrekking tot de projecten op het gebied van stadsvernieuwing. 6.  Sluiting  |Verslag Raadscommissie Stadsontwikkeling en -Beheer 26 juni 2017 19:30:00|Verslag
commissie-samenleving|Meningsvormende bespreking<br>Geconstateerd wordt dat het raadsvoorstel vooral betrekking heeft op het jaar 2011, terwijl het besluit zich richt op vaststelling van de jaarstukken 2010. Voorgesteld wordt het voorstel van het besluit los te halen. In dat geval zou het teruggegeven dienen te worden aan het college. De commissie is overwegend van mening dat voortgang van de besluitvorming nu wenselijk is en er geen bezwaren bestaan tegen het voorgestelde besluit m.b.t. de goedkeuring jaarrekening 2010. <br>De fractie GB is akkoord met het besluit, maar kan zich niet vinden met de beschrijving van de financiële situatie in het voorstel. Andere fracties delen deze mening.<br>De heer Zwagerman zegt toe dat de raad geïnformeerd wordt over de resultaten aangekondigd onderzoek door de gemeente Opmeer.<br>Met inachtneming van bovenstaande adviseert de commissie de raad het voorstel als hamerstuk in de raad te agenderen en niet opnieuw een inhoudelijk debat te voeren, omdat de raad niet de bevoegdheid heeft op cijfers te sturen.  <br> |7: Goedkeuren Jaarrekening 2010 St. Allure (IVR-12-00612)|Agendapunt
58c16a1bbb59056809b91909|Schriftelijke stemming<br>Stembureau: dhr. Huijsen (voorzitter), dhr. Zeilemaker en dhr. Mosch.<br><br>Er zijn 20 geldige stemmen uitgebracht.<br><br>Dhr. Burger 19 stemmen voor en 1 tegen<br>Mevr. Van Langen 20 stemmen voor<br>Dhr. Plekker 19 stemmen voor en 1 tegen<br>Dhr. Schouten 18 stemmen voor en 2 tegen<br>Mevr. Visser 18 stemmen voor en 2 tegen<br><br>De raad besluit op basis van bovenstaande conform het voorstel van het presidium.|6: Instellen van een Werkgeverscommissie griffie en het benoemen van de leden (IVR-12-00601)|Agendapunt
58c16d1dbb59056809b91917|Tijd: 19:30 -21:30 uur  Locatie: 2B Home Event Centre, J.W. Paltelaan 103  Aanmelden: niet nodig (inloopbijeenkomst) |Teammanager Projectmanagement van de afdeling Stedelijke ontwikkeling |Overige raadsinformatie
58c16a1bbb59056809b91909|Zie agendapunt 3.|7: Vaststellen Verordening Gemeentelijke Basisadministratie Personen Medemblik 2012 (IVR-12-00698)|Agendapunt
58c16a1bbb59056809b91909|Er zijn geen raadsvragen ingediend.|12: Raadsvragen|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel over het rapport ‘De Verplaatsing van Theater de Kampanje’ van de Rekenkamercommissie Den Helder.  De Rekenkamercommissie Den Helder heeft de afgelopen maanden onderzoek uitgevoerd naar de verplaatsing van Theater De Kampanje naar Willemsoord. De Rekenkamercommissie Den Helder doet in haar rapport een aantal aanbevelingen aan de gemeenteraad met het voorstel deze over te nemen. De commissie dient de raad over het voorstel te adviseren. 5.  Voorstel met betrekking tot de exploitatie van Theater De Kampanje.  Met de jaarstukken van 2016 werd duidelijk dat de bedrijfsvoering van Theater De Kampanje moet worden aangepast. Er is meer personele inzet nodig en de exploitatie kost meer dan van tevoren was ingeschat. Ook moeten de aanloopkosten volgend uit de verhuizing worden gedekt. Het college van burgemeester en wethouders wil een bijdrage aan De Kampanje doen van € 300.000,- voor compensatie van het verwachte tekort over 2017 en de subsidiebijdrage voor 2018 en 2019 verhogen met een bedrag van € 300.000,-. De commissie dient de raad te adviseren over het voorstel. 6.  Voorstel met betrekking tot de tweede tussenrapportage 2017 (behandeling is doorgeschoven naar 4 december 2017).  In de loop van het jaar ontstaan afwijkingen ten opzichte van de vastgestelde begroting. Met de tussenrapportage 2017 wordt hierin inzicht gegeven. De rapportage heeft een nadelig effect van € 240.000,-. Samen met het negatieve resultaat vanuit de eerste tussenrapportage is het verwachte tekort € 4.856.000,-. Bij de jaarrekening wordt het uiteindelijke resultaat bepaald. De raad wordt voorgesteld kennis te nemen van de tussenrapportage en de hieruit voortvloeiende begrotingswijziging vast te stellen. De commissie dient de raad hierover te adviseren. 7.  Schorsing.  De vergadering is geschorst en wordt voortgezet op maandag 4 december 2017.|Verslag 1. Opening en mededelingen.|Verslag
cluster-stad|Fase  ■□○    De raad heeft bij de vaststelling van de Sportnota gevaagd om alvorens het college er toe overgaat om voor een periode van 10 jaar een nieuwe dienstverleningsovereenkomst Sport aan te gaan met Sport.Gouda, de raad in de gelegenheid te stellen wensen en bedenkingen mee te geven aan het college.    Vertrouwelijk liggen bij de griffie de management samenvatting en de opdrachtsom ter inzage    Belangstellenden worden van harte uitgenodigd om bij deze bijeenkomst op de publieke tribune aanwezig te zijn.   |3: Debat: Dienstverleningsovereenkomst tussen gemeente en Sport.Gouda|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Nota Strategisch Vergunningenbeleid 2017-2018.  Door de raad is in juni 2015 de Nota Strategisch Handhavingsbeleid 2015-2018 vastgesteld. Door een wetswijziging dient de raad ook voor het verlenen van vergunningen een strategisch beleidskader vast te stellen. Dit kader richt zich op de kwaliteiten waaraan onze vergunningenprocessen moeten voldoen, zowel op het juridisch als op het procedureel vlak. De commissie dient de raad over het voorstel te adviseren. 5.  Voorstel met betrekking tot het meerjaren uitvoeringsplan verduurzaming gemeentelijk vastgoed.  De gemeente Den Helder streeft ernaar de gemeentelijke vastgoedportefeuille in 2040 in gemiddelde zin volledig energieneutraal te krijgen. Daarnaast is ten doel gesteld om het energieverbruik terug te dringen en de energielabels van het gemeentelijk vastgoed te verbeteren. De raad wordt gevraagd een investeringskrediet van € 149.556,- beschikbaar te stellen en de jaarlijkse dotatie aan de onderhoudsvoorziening te verhogen en de dekking te vinden in de voordelen voortkomend uit de duurzaamheidsmaatregelen. De commissie dient de raad over het voorstel te adviseren. 6.  Sluiting.  |Verslag 6. Sluiting.|Verslag
commissie-ruimte|Oriënterende behandeling agendapunt:<br>Op de vraag van PWF/GL wordt aangegeven dat er geen overzicht is van de paardenbakken in Andijk.<br>GB vraagt naar de juridische toelichting waarop de portefeuillehouder aangeeft dat het de jurisprudentie betreft voor hobbymatig houden van paarden. <br>Op de vraag van D66 wordt geantwoord dat de belangrijkste redenen voor afwijzing de ‘woon- en leefomgeving’ betreft; het is een procedure die bij de rechter ligt maar van de raad wordt nog een uitspraak gevraagd.<br>Op de vraag van PvdA of het college bekend is met de voorgeschiedenis wordt positief gereageerd, echter de jurisprudentie geeft aan dat het hobbymatig houden van paarden op die plek niet mag.<br>Op de vraag van OWP wordt aangegeven dat het op basis van de jurisprudentie onmogelijk is om die mensen tegemoet te komen, echter als dhr. Huijsen wel een mogelijkheid ziet dan is hij uitgenodigd om dit te bespreken.<br>Op de vragen van AB wordt geantwoord dat er wel beleid is voor paardenbakken voor bedrijven; dit is er niet voor het hobbymatig houden van paarden, vandaar de jurisprudentie; op dit moment mogen de paarden alleen in de stal staan en niet buiten in die omgeving; paarden vallen onder de categorie ‘vee’; of er al dan geen planschade overeenkomst is zal moeten worden uitgezocht; de handhaving vindt plaats voor het houden van paarden op die plek. <br>CDA vraagt of er een kans is dat een positief besluit van de raad het bij de rechter ook haalt, waarop negatief wordt geantwoord. En de handhaving wordt toegepast op het naar buiten en binnen brengen van de paarden: ruimtelijke wetgeving staat dit niet toe. <br>Op de vraag van PW2010 wordt aangegeven dat het hekwerk van een paardenbak aan bepaalde hoogte moet voldoen. En regels over het hobbymatig houden van paarden staat niet in het bestemmingsplan. <br>OP de vragen van VVD wordt geantwoord dat er rekening is gehouden met het hobbymatige gebruik; het bestemmingsplan regelt of je er paarden gehouden mogen worden en of niet op welke momenten.<br>Op de vraag van PWF/GL wordt aangegeven dat het technisch altijd mogelijk is om van beleid af te wijken. <br><br>Dit onderwerp wordt voor de volgende commissievergadering meningsvormend geagendeerd. <br><br>Toegezegd wordt dat er in het 4e kw. 2012 een overzicht komt van legale en illegale paardenbakken in Andijk. |6: Paardenbak Kleingouw 216 Andijk (IVR-12-00634|Agendapunt
